category,vendor_product,matched_tokens,n_new_cves,covered_elsewhere_slug,risk_flags,sample_cves,sample_descriptions
hub,microsoft:surface_hub_3_50_firmware,hub,1,smartspeakers,non-consumer-vendor,CVE-2025-21194,Microsoft Surface Security Feature Bypass Vulnerability
hub,microsoft:surface_hub_3_50,hub,1,smartspeakers,non-consumer-vendor,CVE-2025-21194,Microsoft Surface Security Feature Bypass Vulnerability
hub,microsoft:surface_hub_2s_85_firmware,hub,1,smartspeakers,non-consumer-vendor,CVE-2025-21194,Microsoft Surface Security Feature Bypass Vulnerability
hub,microsoft:surface_hub_2s_85,hub,1,smartspeakers,non-consumer-vendor,CVE-2025-21194,Microsoft Surface Security Feature Bypass Vulnerability
hub,microsoft:surface_hub_3_85_firmware,hub,1,smartspeakers,non-consumer-vendor,CVE-2025-21194,Microsoft Surface Security Feature Bypass Vulnerability
hub,microsoft:surface_hub_3_85,hub,1,smartspeakers,non-consumer-vendor,CVE-2025-21194,Microsoft Surface Security Feature Bypass Vulnerability
hub,tp-link:eap215_bridge_kit_firmware,bridge,1,cameras|lighting|smartplugs,broad-token|non-consumer-vendor,CVE-2025-9290,"An authentication weakness was identified in Omada Controllers, Gateways and Access Points, controller-device adoption due to improper handling of ran"
hub,tp-link:eap215_bridge_kit,bridge,1,cameras|lighting|smartplugs,broad-token|non-consumer-vendor,CVE-2025-9290,"An authentication weakness was identified in Omada Controllers, Gateways and Access Points, controller-device adoption due to improper handling of ran"
hub,tp-link:eap211_bridge_kit_firmware,bridge,1,cameras|lighting|smartplugs,broad-token|non-consumer-vendor,CVE-2025-9290,"An authentication weakness was identified in Omada Controllers, Gateways and Access Points, controller-device adoption due to improper handling of ran"
hub,tp-link:eap211_bridge_kit,bridge,1,cameras|lighting|smartplugs,broad-token|non-consumer-vendor,CVE-2025-9290,"An authentication weakness was identified in Omada Controllers, Gateways and Access Points, controller-device adoption due to improper handling of ran"
hub,tp-link:beam_bridge_5_ur_firmware,bridge,1,cameras|lighting|smartplugs,broad-token|non-consumer-vendor,CVE-2025-9290,"An authentication weakness was identified in Omada Controllers, Gateways and Access Points, controller-device adoption due to improper handling of ran"
hub,tp-link:beam_bridge_5_ur,bridge,1,cameras|lighting|smartplugs,broad-token|non-consumer-vendor,CVE-2025-9290,"An authentication weakness was identified in Omada Controllers, Gateways and Access Points, controller-device adoption due to improper handling of ran"
hub,tp-link:eap100-bridge_kit_firmware,bridge,1,cameras|lighting|smartplugs,broad-token|non-consumer-vendor,CVE-2025-9290,"An authentication weakness was identified in Omada Controllers, Gateways and Access Points, controller-device adoption due to improper handling of ran"
hub,tp-link:eap100-bridge_kit,bridge,1,cameras|lighting|smartplugs,broad-token|non-consumer-vendor,CVE-2025-9290,"An authentication weakness was identified in Omada Controllers, Gateways and Access Points, controller-device adoption due to improper handling of ran"
hub,nortel:vpn_gateway_3070,gateway,1,,broad-token|non-consumer-vendor,CVE-2007-1057,"The Net Direct client for Linux before 6.0.5 in Nortel Application Switch 2424, VPN 3050 and 3070, and SSL VPN Module 1000 extracts and executes files"
hub,bluecoat:security_gateway_os,gateway,1,,broad-token|non-consumer-vendor,CVE-2008-4485,"Cross-site scripting (XSS) vulnerability in the ICAP patience page in Blue Coat Security Gateway OS (SGOS) 4.2 before 4.2.9, 5.2 before 5.2.5, and 5.3"
hub,aladdin:safenet_securewire_access_gateway,gateway,1,,broad-token,CVE-2009-2631,"Multiple clientless SSL VPN products that run in web browsers, including Stonesoft StoneGate; Cisco ASA; SonicWALL E-Class SSL VPN and SonicWALL SSL V"
pet,ge:multilin_sr_750_feeder_protection_relay_firmware,feeder,1,,broad-token|non-consumer-vendor,CVE-2017-7905,"A Weak Cryptography for Passwords issue was discovered in General Electric (GE) Multilin SR 750 Feeder Protection Relay, firmware versions prior to Ve"
pet,ge:multilin_sr_750_feeder_protection_relay,feeder,1,,broad-token|non-consumer-vendor,CVE-2017-7905,"A Weak Cryptography for Passwords issue was discovered in General Electric (GE) Multilin SR 750 Feeder Protection Relay, firmware versions prior to Ve"
pet,ge:multilin_sr_760_feeder_protection_relay_firmware,feeder,1,,broad-token|non-consumer-vendor,CVE-2017-7905,"A Weak Cryptography for Passwords issue was discovered in General Electric (GE) Multilin SR 750 Feeder Protection Relay, firmware versions prior to Ve"
pet,ge:multilin_sr_760_feeder_protection_relay,feeder,1,,broad-token|non-consumer-vendor,CVE-2017-7905,"A Weak Cryptography for Passwords issue was discovered in General Electric (GE) Multilin SR 750 Feeder Protection Relay, firmware versions prior to Ve"
sensors,proges:sensor_net_connect_firmware_v2,sensor,4,,broad-token,CVE-2024-31199|CVE-2024-31200|CVE-2024-3082,A “CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')” allows malicious users to permanently inject arbitrar|A “CWE-201: Insertion of Sensitive Information Into Sent Data” affecting the administrative account allows an attacker with physical access to the mac|A “CWE-256: Plaintext Storage of a Password” affecting the administrative account allows an attacker with physical access to the machine to retrieve t
sensors,proges:sensor_net_connect_v2,sensor,4,,broad-token,CVE-2024-31199|CVE-2024-31200|CVE-2024-3082,A “CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')” allows malicious users to permanently inject arbitrar|A “CWE-201: Insertion of Sensitive Information Into Sent Data” affecting the administrative account allows an attacker with physical access to the mac|A “CWE-256: Plaintext Storage of a Password” affecting the administrative account allows an attacker with physical access to the machine to retrieve t
sensors,oleumtech:sensor_wireless_i\/o_module,sensor,3,,broad-token,CVE-2014-2360|CVE-2014-2361|CVE-2014-2362,"OleumTech WIO DH2 Wireless Gateway and Sensor Wireless I/O Modules allow remote attackers to execute arbitrary code via packets that report a high bat|OleumTech WIO DH2 Wireless Gateway and Sensor Wireless I/O Modules, when BreeZ is used, do not require authentication for reading the site security ke|OleumTech WIO DH2 Wireless Gateway and Sensor Wireless I/O Modules rely exclusively on a time value for entropy in key generation, which makes it easi"
sensors,cisco:ips_4345_sensor,sensor,2,,broad-token|non-consumer-vendor,CVE-2013-1218|CVE-2013-1243,"Cisco Intrusion Prevention System (IPS) Software in ASA 5500-X IPS-SSP software modules before 7.1(7)sp1E4 allows remote attackers to cause a denial o|The IP stack in Cisco Intrusion Prevention System (IPS) Software in ASA 5500-X IPS-SSP software and hardware modules before 7.1(5)E4, IPS 4500 sensors"
sensors,cisco:ips_4360_sensor,sensor,2,,broad-token|non-consumer-vendor,CVE-2013-1218|CVE-2013-1243,"Cisco Intrusion Prevention System (IPS) Software in ASA 5500-X IPS-SSP software modules before 7.1(7)sp1E4 allows remote attackers to cause a denial o|The IP stack in Cisco Intrusion Prevention System (IPS) Software in ASA 5500-X IPS-SSP software and hardware modules before 7.1(5)E4, IPS 4500 sensors"
sensors,cisco:ips_4510_sensor,sensor,2,,broad-token|non-consumer-vendor,CVE-2013-1218|CVE-2013-1243,"Cisco Intrusion Prevention System (IPS) Software in ASA 5500-X IPS-SSP software modules before 7.1(7)sp1E4 allows remote attackers to cause a denial o|The IP stack in Cisco Intrusion Prevention System (IPS) Software in ASA 5500-X IPS-SSP software and hardware modules before 7.1(5)E4, IPS 4500 sensors"
sensors,cisco:ips_4520_sensor,sensor,2,,broad-token|non-consumer-vendor,CVE-2013-1218|CVE-2013-1243,"Cisco Intrusion Prevention System (IPS) Software in ASA 5500-X IPS-SSP software modules before 7.1(7)sp1E4 allows remote attackers to cause a denial o|The IP stack in Cisco Intrusion Prevention System (IPS) Software in ASA 5500-X IPS-SSP software and hardware modules before 7.1(5)E4, IPS 4500 sensors"
sensors,sourcefire:3d_sensor,sensor,1,,broad-token,CVE-2009-2344,The web-based management interfaces in Sourcefire Defense Center (DC) and 3D Sensor before 4.8.2 allow remote authenticated users to gain privileges v
sensors,qbeecam:qbee_multi-sensor_camera_firmware,sensor,1,,broad-token,CVE-2018-16225,The QBee MultiSensor Camera through 4.16.4 accepts unencrypted network traffic from clients (such as the QBee Cam application through 1.0.5 for Androi
sensors,qbeecam:qbee_multi-sensor_camera,sensor,1,,broad-token,CVE-2018-16225,The QBee MultiSensor Camera through 4.16.4 accepts unencrypted network traffic from clients (such as the QBee Cam application through 1.0.5 for Androi
sensors,cisco:aironet_active_sensor,sensor,1,,broad-token|non-consumer-vendor,CVE-2019-1675,"A vulnerability in the default configuration of the Cisco Aironet Active Sensor could allow an unauthenticated, remote attacker to restart the sensor."
sensors,cisco:sourcefire_3d1000_sensor,sensor,1,,broad-token|non-consumer-vendor,CVE-2015-0739,The Lights-Out Management (LOM) implementation in Cisco FireSIGHT System Software 5.3.0 on Sourcefire 3D Sensor devices allows remote authenticated us
sensors,cisco:sourcefire_3d2000_sensor,sensor,1,,broad-token|non-consumer-vendor,CVE-2015-0739,The Lights-Out Management (LOM) implementation in Cisco FireSIGHT System Software 5.3.0 on Sourcefire 3D Sensor devices allows remote authenticated us
sensors,cisco:sourcefire_3d2100_sensor,sensor,1,,broad-token|non-consumer-vendor,CVE-2015-0739,The Lights-Out Management (LOM) implementation in Cisco FireSIGHT System Software 5.3.0 on Sourcefire 3D Sensor devices allows remote authenticated us
sensors,cisco:sourcefire_3d2500_sensor,sensor,1,,broad-token|non-consumer-vendor,CVE-2015-0739,The Lights-Out Management (LOM) implementation in Cisco FireSIGHT System Software 5.3.0 on Sourcefire 3D Sensor devices allows remote authenticated us
sensors,cisco:sourcefire_3d3500_sensor,sensor,1,,broad-token|non-consumer-vendor,CVE-2015-0739,The Lights-Out Management (LOM) implementation in Cisco FireSIGHT System Software 5.3.0 on Sourcefire 3D Sensor devices allows remote authenticated us
sensors,cisco:sourcefire_3d4500_sensor,sensor,1,,broad-token|non-consumer-vendor,CVE-2015-0739,The Lights-Out Management (LOM) implementation in Cisco FireSIGHT System Software 5.3.0 on Sourcefire 3D Sensor devices allows remote authenticated us
sensors,cisco:sourcefire_3d500_sensor,sensor,1,,broad-token|non-consumer-vendor,CVE-2015-0739,The Lights-Out Management (LOM) implementation in Cisco FireSIGHT System Software 5.3.0 on Sourcefire 3D Sensor devices allows remote authenticated us
sensors,cisco:sourcefire_3d6500_sensor,sensor,1,,broad-token|non-consumer-vendor,CVE-2015-0739,The Lights-Out Management (LOM) implementation in Cisco FireSIGHT System Software 5.3.0 on Sourcefire 3D Sensor devices allows remote authenticated us
sensors,cisco:sourcefire_3d9900_sensor,sensor,1,,broad-token|non-consumer-vendor,CVE-2015-0739,The Lights-Out Management (LOM) implementation in Cisco FireSIGHT System Software 5.3.0 on Sourcefire 3D Sensor devices allows remote authenticated us
sensors,intel:nuc_m15_laptop_kit_integrated_sensor_hub_driver_pack,sensor,1,garden,broad-token|non-consumer-vendor,CVE-2021-33088,Incorrect default permissions in the installer for the Intel(R) NUC M15 Laptop Kit Integrated Sensor Hub driver pack before version 5.4.1.4449 may all
sensors,goodix:fingerprint_sensor_firmware,sensor,1,,broad-token,CVE-2023-50430,"The Goodix Fingerprint Device, as shipped in Dell Inspiron 15 computers, does not follow the Secure Device Connection Protocol (SDCP) when enrolling v"
sensors,goodix:fingerprint_sensor,sensor,1,,broad-token,CVE-2023-50430,"The Goodix Fingerprint Device, as shipped in Dell Inspiron 15 computers, does not follow the Secure Device Connection Protocol (SDCP) when enrolling v"
sensors,nissan-global:blind_spot_detection_sensor_ecu_firmware,sensor,1,,broad-token,CVE-2024-6347,*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to 
sensors,nissan-global:blind_spot_protection_sensor_ecu_firmware,sensor,1,,broad-token,CVE-2024-6348,Predictable seed generation in the security access mechanism of UDS in the Blind Spot Protection Sensor ECU in Nissan Altima (2022) allows attackers t
shades,nissan-global:blind_spot_detection_sensor_ecu_firmware,blind,1,,broad-token,CVE-2024-6347,*  Unprotected privileged mode access through UDS session in the Blind Spot Detection Sensor ECU firmware in Nissan Altima (2022) allows attackers to 
shades,nissan-global:blind_spot_protection_sensor_ecu_firmware,blind,1,,broad-token,CVE-2024-6348,Predictable seed generation in the security access mechanism of UDS in the Blind Spot Protection Sensor ECU in Nissan Altima (2022) allows attackers t
smartplugs,chargepoint:home_flex_nema_14-50_plug_firmware,plug,6,ev-charging,,CVE-2024-23968|CVE-2024-23969|CVE-2024-23970,This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of ChargePoint Home Flex charging stations. A|This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of ChargePoint Home Flex charging stations. A|This vulnerability allows network-adjacent attackers to compromise transport security on affected installations of ChargePoint Home Flex charging stat
smartplugs,chargepoint:home_flex_nema_14-50_plug,plug,6,ev-charging,,CVE-2024-23968|CVE-2024-23969|CVE-2024-23970,This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of ChargePoint Home Flex charging stations. A|This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of ChargePoint Home Flex charging stations. A|This vulnerability allows network-adjacent attackers to compromise transport security on affected installations of ChargePoint Home Flex charging stat
smartplugs,chargepoint:home_flex_nema_6-50_plug_firmware,plug,6,ev-charging,,CVE-2024-23968|CVE-2024-23969|CVE-2024-23970,This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of ChargePoint Home Flex charging stations. A|This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of ChargePoint Home Flex charging stations. A|This vulnerability allows network-adjacent attackers to compromise transport security on affected installations of ChargePoint Home Flex charging stat
smartplugs,chargepoint:home_flex_nema_6-50_plug,plug,6,ev-charging,,CVE-2024-23968|CVE-2024-23969|CVE-2024-23970,This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of ChargePoint Home Flex charging stations. A|This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of ChargePoint Home Flex charging stations. A|This vulnerability allows network-adjacent attackers to compromise transport security on affected installations of ChargePoint Home Flex charging stat
