category,vendor_product,matched_tokens,n_new_cves,covered_elsewhere_slug,risk_flags,sample_cves,sample_descriptions
hub,sendquick:entera_sms_gateway_firmware,gateway,3,,broad-token,CVE-2016-10098|CVE-2017-5136|CVE-2017-5137,An issue was discovered on SendQuick Entera and Avera devices before 2HF16. Multiple Command Injection vulnerabilities allow attackers to execute arbi|An issue was discovered on SendQuick Entera and Avera devices before 2HF16. The application failed to check the access control of the request which co|An issue was discovered on SendQuick Entera and Avera devices before 2HF16. An attacker could request and download the SMS logs from an unauthenticate
hub,sendquick:entera_sms_gateway,gateway,3,,broad-token,CVE-2016-10098|CVE-2017-5136|CVE-2017-5137,An issue was discovered on SendQuick Entera and Avera devices before 2HF16. Multiple Command Injection vulnerabilities allow attackers to execute arbi|An issue was discovered on SendQuick Entera and Avera devices before 2HF16. The application failed to check the access control of the request which co|An issue was discovered on SendQuick Entera and Avera devices before 2HF16. An attacker could request and download the SMS logs from an unauthenticate
hub,sendquick:avera_sms_gateway_firmware,gateway,3,,broad-token,CVE-2016-10098|CVE-2017-5136|CVE-2017-5137,An issue was discovered on SendQuick Entera and Avera devices before 2HF16. Multiple Command Injection vulnerabilities allow attackers to execute arbi|An issue was discovered on SendQuick Entera and Avera devices before 2HF16. The application failed to check the access control of the request which co|An issue was discovered on SendQuick Entera and Avera devices before 2HF16. An attacker could request and download the SMS logs from an unauthenticate
hub,sendquick:avera_sms_gateway,gateway,3,,broad-token,CVE-2016-10098|CVE-2017-5136|CVE-2017-5137,An issue was discovered on SendQuick Entera and Avera devices before 2HF16. Multiple Command Injection vulnerabilities allow attackers to execute arbi|An issue was discovered on SendQuick Entera and Avera devices before 2HF16. The application failed to check the access control of the request which co|An issue was discovered on SendQuick Entera and Avera devices before 2HF16. An attacker could request and download the SMS logs from an unauthenticate
hub,abb:ip_gateway_firmware,gateway,3,airpurifier,broad-token|non-consumer-vendor,CVE-2017-7906|CVE-2017-7931|CVE-2017-7933,"In ABB IP GATEWAY 3.39 and prior, the web server does not sufficiently verify that a request was performed by the authenticated user, which may allow |In ABB IP GATEWAY 3.39 and prior, by accessing a specific uniform resource locator (URL) on the web server, a malicious user is able to access the con|In ABB IP GATEWAY 3.39 and prior, some configuration files contain passwords stored in plain-text, which may allow an attacker to gain unauthorized ac"
hub,abb:ip_gateway,gateway,3,airpurifier,broad-token|non-consumer-vendor,CVE-2017-7906|CVE-2017-7931|CVE-2017-7933,"In ABB IP GATEWAY 3.39 and prior, the web server does not sufficiently verify that a request was performed by the authenticated user, which may allow |In ABB IP GATEWAY 3.39 and prior, by accessing a specific uniform resource locator (URL) on the web server, a malicious user is able to access the con|In ABB IP GATEWAY 3.39 and prior, some configuration files contain passwords stored in plain-text, which may allow an attacker to gain unauthorized ac"
hub,symantec:gateway_security_5000_series,gateway,3,,broad-token|non-consumer-vendor,CVE-2005-3768|CVE-2007-0447|CVE-2007-3699,"Buffer overflow in the Internet Key Exchange version 1 (IKEv1) implementation in Symantec Dynamic VPN Services, as used in Enterprise Firewall, Gatewa|Heap-based buffer overflow in the Decomposer component in multiple Symantec products allows remote attackers to execute arbitrary code via multiple cr|The Decomposer component in multiple Symantec products allows remote attackers to cause a denial of service (infinite loop) via a certain value in the"
hub,cisco:unified_videoconferencing_system_3522_basic_rate_interface_gateway,gateway,3,,broad-token|non-consumer-vendor,CVE-2010-3037|CVE-2010-4304|CVE-2010-4305,"goform/websXMLAdminRequestCgi.cgi in Cisco Unified Videoconferencing (UVC) System 5110 and 5115, and possibly Unified Videoconferencing System 3545 an|The web interface in Cisco Unified Videoconferencing (UVC) System 3545, 5110, 5115, and 5230; Unified Videoconferencing 3527 Primary Rate Interface (P|Cisco Unified Videoconferencing (UVC) System 3545, 5110, 5115, and 5230; Unified Videoconferencing 3527 Primary Rate Interface (PRI) Gateway; Unified "
hub,cisco:unified_videoconferencing_system_3527_primary_rate_interface_gateway,gateway,3,,broad-token|non-consumer-vendor,CVE-2010-3037|CVE-2010-4304|CVE-2010-4305,"goform/websXMLAdminRequestCgi.cgi in Cisco Unified Videoconferencing (UVC) System 5110 and 5115, and possibly Unified Videoconferencing System 3545 an|The web interface in Cisco Unified Videoconferencing (UVC) System 3545, 5110, 5115, and 5230; Unified Videoconferencing 3527 Primary Rate Interface (P|Cisco Unified Videoconferencing (UVC) System 3545, 5110, 5115, and 5230; Unified Videoconferencing 3527 Primary Rate Interface (PRI) Gateway; Unified "
hub,juniper:mag2600_gateway,gateway,3,,broad-token|non-consumer-vendor,CVE-2012-5460|CVE-2014-3812|CVE-2021-0289,"Cross-site scripting (XSS) vulnerability in the help page in Juniper Secure Access (SA) with IVE OS before 7.1r13, 7.2.x before 7.2r7, and 7.3.x befor|The Juniper Junos Pulse Secure Access Service (SSL VPN) devices with IVE OS before 7.4r5 and 8.x before 8.0r1 and Junos Pulse Access Control Service (|When user-defined ARP Policer is configured and applied on one or more Aggregated Ethernet (AE) interface units, a Time-of-check Time-of-use (TOCTOU) "
hub,juniper:mag4610_gateway,gateway,3,,broad-token|non-consumer-vendor,CVE-2012-5460|CVE-2014-3812|CVE-2021-0289,"Cross-site scripting (XSS) vulnerability in the help page in Juniper Secure Access (SA) with IVE OS before 7.1r13, 7.2.x before 7.2r7, and 7.3.x befor|The Juniper Junos Pulse Secure Access Service (SSL VPN) devices with IVE OS before 7.4r5 and 8.x before 8.0r1 and Junos Pulse Access Control Service (|When user-defined ARP Policer is configured and applied on one or more Aggregated Ethernet (AE) interface units, a Time-of-check Time-of-use (TOCTOU) "
hub,juniper:mag6610_gateway,gateway,3,,broad-token|non-consumer-vendor,CVE-2012-5460|CVE-2014-3812|CVE-2021-0289,"Cross-site scripting (XSS) vulnerability in the help page in Juniper Secure Access (SA) with IVE OS before 7.1r13, 7.2.x before 7.2r7, and 7.3.x befor|The Juniper Junos Pulse Secure Access Service (SSL VPN) devices with IVE OS before 7.4r5 and 8.x before 8.0r1 and Junos Pulse Access Control Service (|When user-defined ARP Policer is configured and applied on one or more Aggregated Ethernet (AE) interface units, a Time-of-check Time-of-use (TOCTOU) "
hub,juniper:mag6611_gateway,gateway,3,,broad-token|non-consumer-vendor,CVE-2012-5460|CVE-2014-3812|CVE-2021-0289,"Cross-site scripting (XSS) vulnerability in the help page in Juniper Secure Access (SA) with IVE OS before 7.1r13, 7.2.x before 7.2r7, and 7.3.x befor|The Juniper Junos Pulse Secure Access Service (SSL VPN) devices with IVE OS before 7.4r5 and 8.x before 8.0r1 and Junos Pulse Access Control Service (|When user-defined ARP Policer is configured and applied on one or more Aggregated Ethernet (AE) interface units, a Time-of-check Time-of-use (TOCTOU) "
hub,oleumtech:wio_dh2_wireless_gateway,gateway,3,,broad-token,CVE-2014-2360|CVE-2014-2361|CVE-2014-2362,"OleumTech WIO DH2 Wireless Gateway and Sensor Wireless I/O Modules allow remote attackers to execute arbitrary code via packets that report a high bat|OleumTech WIO DH2 Wireless Gateway and Sensor Wireless I/O Modules, when BreeZ is used, do not require authentication for reading the site security ke|OleumTech WIO DH2 Wireless Gateway and Sensor Wireless I/O Modules rely exclusively on a time value for entropy in key generation, which makes it easi"
hub,servision:hvg_video_gateway_firmware,gateway,3,,broad-token,CVE-2015-0929|CVE-2015-0930|CVE-2015-1469,"time.htm in the web interface on SerVision HVG Video Gateway devices with firmware before 2.2.26a78 allows remote attackers to bypass authentication a|The web interface on SerVision HVG Video Gateway devices with firmware before 2.2.26a100 has a hardcoded administrative password, which makes it easie|time.htm in the web interface on SerVision HVG Video Gateway devices with firmware through 2.2.26a100 allows remote authenticated users to gain privil"
hub,systech:syslink_sl-1000_modular_gateway,gateway,3,,broad-token,CVE-2016-2331|CVE-2016-2332|CVE-2016-2333,"The web interface on SysLINK SL-1000 Machine-to-Machine (M2M) Modular Gateway devices with firmware before 01A.8 has a default password, which makes i|flu.cgi in the web interface on SysLINK SL-1000 Machine-to-Machine (M2M) Modular Gateway devices with firmware before 01A.8 allows remote authenticate|SysLINK SL-1000 Machine-to-Machine (M2M) Modular Gateway devices with firmware before 01A.8 use the same hardcoded encryption key across different cus"
hub,systech:syslink_sl-1000_modular_gateway_firmware,gateway,3,,broad-token,CVE-2016-2331|CVE-2016-2332|CVE-2016-2333,"The web interface on SysLINK SL-1000 Machine-to-Machine (M2M) Modular Gateway devices with firmware before 01A.8 has a default password, which makes i|flu.cgi in the web interface on SysLINK SL-1000 Machine-to-Machine (M2M) Modular Gateway devices with firmware before 01A.8 allows remote authenticate|SysLINK SL-1000 Machine-to-Machine (M2M) Modular Gateway devices with firmware before 01A.8 use the same hardcoded encryption key across different cus"
hub,televes:coaxdata_gateway_1gbps_firmware,gateway,3,,broad-token,CVE-2017-6530|CVE-2017-6531|CVE-2017-6532,"Televes COAXDATA GATEWAY 1Gbps devices doc-wifi-hgw_v1.02.0014 4.20 do not check password.shtml authorization, leading to Arbitrary password change.|On Televes COAXDATA GATEWAY 1Gbps devices doc-wifi-hgw_v1.02.0014 4.20, the backup/restore feature lacks access control, related to ReadFile.cgi and L|Televes COAXDATA GATEWAY 1Gbps devices doc-wifi-hgw_v1.02.0014 4.20 have cleartext credentials in /mib.db."
hub,televes:coaxdata_gateway_1gbps,gateway,3,,broad-token,CVE-2017-6530|CVE-2017-6531|CVE-2017-6532,"Televes COAXDATA GATEWAY 1Gbps devices doc-wifi-hgw_v1.02.0014 4.20 do not check password.shtml authorization, leading to Arbitrary password change.|On Televes COAXDATA GATEWAY 1Gbps devices doc-wifi-hgw_v1.02.0014 4.20, the backup/restore feature lacks access control, related to ReadFile.cgi and L|Televes COAXDATA GATEWAY 1Gbps devices doc-wifi-hgw_v1.02.0014 4.20 have cleartext credentials in /mib.db."
hub,cisco:residential_gateway_firmware,gateway,3,,broad-token|non-consumer-vendor,CVE-2017-11587|CVE-2017-11588|CVE-2017-11589,On Cisco DDR2200 ADSL2+ Residential Gateway DDR2200B-NA-AnnexA-FCC-V00.00.03.45.4E and DDR2201v1 ADSL2+ Residential Gateway DDR2201v1-NA-AnnexA-FCC-V0|On Cisco DDR2200 ADSL2+ Residential Gateway DDR2200B-NA-AnnexA-FCC-V00.00.03.45.4E and DDR2201v1 ADSL2+ Residential Gateway DDR2201v1-NA-AnnexA-FCC-V0|On Cisco DDR2200 ADSL2+ Residential Gateway DDR2200B-NA-AnnexA-FCC-V00.00.03.45.4E and DDR2201v1 ADSL2+ Residential Gateway DDR2201v1-NA-AnnexA-FCC-V0
hub,cisco:residential_gateway,gateway,3,,broad-token|non-consumer-vendor,CVE-2017-11587|CVE-2017-11588|CVE-2017-11589,On Cisco DDR2200 ADSL2+ Residential Gateway DDR2200B-NA-AnnexA-FCC-V00.00.03.45.4E and DDR2201v1 ADSL2+ Residential Gateway DDR2201v1-NA-AnnexA-FCC-V0|On Cisco DDR2200 ADSL2+ Residential Gateway DDR2200B-NA-AnnexA-FCC-V00.00.03.45.4E and DDR2201v1 ADSL2+ Residential Gateway DDR2201v1-NA-AnnexA-FCC-V0|On Cisco DDR2200 ADSL2+ Residential Gateway DDR2200B-NA-AnnexA-FCC-V00.00.03.45.4E and DDR2201v1 ADSL2+ Residential Gateway DDR2201v1-NA-AnnexA-FCC-V0
hub,verizon:fios_quantum_gateway_g1100_firmware,gateway,3,,broad-token,CVE-2019-3914|CVE-2019-3915|CVE-2019-3916,"Remote command injection vulnerability in Verizon Fios Quantum Gateway (G1100) firmware version 02.01.00.05 allows a remote, authenticated attacker to|Authentication Bypass by Capture-replay vulnerability in Verizon Fios Quantum Gateway (G1100) firmware version 02.01.00.05 allows an unauthenticated a|Information disclosure vulnerability in Verizon Fios Quantum Gateway (G1100) firmware version 02.01.00.05 allows an remote, unauthenticated attacker t"
hub,verizon:fios_quantum_gateway_g1100,gateway,3,,broad-token,CVE-2019-3914|CVE-2019-3915|CVE-2019-3916,"Remote command injection vulnerability in Verizon Fios Quantum Gateway (G1100) firmware version 02.01.00.05 allows a remote, authenticated attacker to|Authentication Bypass by Capture-replay vulnerability in Verizon Fios Quantum Gateway (G1100) firmware version 02.01.00.05 allows an unauthenticated a|Information disclosure vulnerability in Verizon Fios Quantum Gateway (G1100) firmware version 02.01.00.05 allows an remote, unauthenticated attacker t"
hub,cisco:ic3000_industrial_compute_gateway_firmware,gateway,3,,broad-token|non-consumer-vendor,CVE-2019-12714|CVE-2021-1460|CVE-2025-20196,"A vulnerability in the web-based management interface of Cisco IC3000 Industrial Compute Gateway could allow an authenticated, remote attacker to caus|A vulnerability in the Cisco IOx Application Framework of Cisco 809 Industrial Integrated Services Routers (Industrial ISRs), Cisco 829 Industrial ISR|A vulnerability in the Cisco IOx application hosting environment of Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remot"
hub,farsite:farlinx_x25_gateway_firmware,gateway,3,,broad-token,CVE-2014-7173|CVE-2014-7174|CVE-2014-7175,"FarLinX X25 Gateway through 2014-09-25 allows command injection via shell metacharacters to sysSaveMonitorData.php, fsx25MonProxy.php, syseditdate.php|FarLinX X25 Gateway through 2014-09-25 allows directory traversal via the log-handling feature.|FarLinX X25 Gateway through 2014-09-25 allows attackers to write arbitrary data to fsUI.xyz via fsSaveUIPersistence.php."
hub,farsite:farlinx_x25_gateway,gateway,3,,broad-token,CVE-2014-7173|CVE-2014-7174|CVE-2014-7175,"FarLinX X25 Gateway through 2014-09-25 allows command injection via shell metacharacters to sysSaveMonitorData.php, fsx25MonProxy.php, syseditdate.php|FarLinX X25 Gateway through 2014-09-25 allows directory traversal via the log-handling feature.|FarLinX X25 Gateway through 2014-09-25 allows attackers to write arbitrary data to fsUI.xyz via fsSaveUIPersistence.php."
hub,symantec:gateway_security_320,gateway,2,,broad-token|non-consumer-vendor,CVE-2004-1473|CVE-2004-1474,"Symantec Enterprise Firewall/VPN Appliances 100, 200, and 200R running firmware before 1.63 and Gateway Security 320, 360, and 360R running firmware b|Symantec Enterprise Firewall/VPN Appliances 100, 200, and 200R running firmware before 1.63 and Gateway Security 320, 360, and 360R running firmware b"
hub,symantec:gateway_security_360r,gateway,2,,broad-token|non-consumer-vendor,CVE-2004-1473|CVE-2004-1474,"Symantec Enterprise Firewall/VPN Appliances 100, 200, and 200R running firmware before 1.63 and Gateway Security 320, 360, and 360R running firmware b|Symantec Enterprise Firewall/VPN Appliances 100, 200, and 200R running firmware before 1.63 and Gateway Security 320, 360, and 360R running firmware b"
hub,vocaltec:vgw4_8_telephony_gateway,gateway,2,,broad-token,CVE-2004-1813|CVE-2004-1814,VocalTec VGW4/8 Gateway 8.0 allows remote attackers to bypass authentication via an HTTP request to home.asp with a trailing slash (/).|Directory traversal vulnerability in VocalTec VGW4/8 Gateway 8.0 allows remote attackers to read protected files via .. (dot dot) sequences in an HTTP
hub,symantec:brightmail_gateway_appliance,gateway,2,,broad-token|non-consumer-vendor,CVE-2009-0063|CVE-2009-0064,Cross-site scripting (XSS) vulnerability in the Control Center in Symantec Brightmail Gateway Appliance before 8.0.1 allows remote authenticated users|Multiple unspecified vulnerabilities in the Control Center in Symantec Brightmail Gateway Appliance before 8.0.1 allow remote authenticated users to g
hub,cisco:dpc3939_wireless_residential_voice_gateway_firmware,gateway,2,,broad-token|non-consumer-vendor,CVE-2015-6361|CVE-2016-1325,"The administrative web interface on Cisco DPC3939 (XB3) devices with firmware 121109aCMCST allows remote authenticated users to execute arbitrary comm|The administration interface on Cisco DPC3939B and DPC3941 devices allows remote attackers to obtain sensitive information via a crafted HTTP request,"
hub,cisco:dpc3939_wireless_residential_voice_gateway,gateway,2,,broad-token|non-consumer-vendor,CVE-2015-6361|CVE-2016-1325,"The administrative web interface on Cisco DPC3939 (XB3) devices with firmware 121109aCMCST allows remote authenticated users to execute arbitrary comm|The administration interface on Cisco DPC3939B and DPC3941 devices allows remote attackers to obtain sensitive information via a crafted HTTP request,"
hub,cisco:epc3928_docsis_3.0_8x4_wireless_residential_gateway_with_embedded_digital_voice_adapter,gateway,2,,broad-token|non-consumer-vendor,CVE-2015-6401|CVE-2015-6402,"Cisco EPC3928 devices with EDVA 5.5.10, 5.5.11, and 5.7.1 allow remote attackers to bypass an intended authentication requirement and execute unspecif|Cross-site scripting (XSS) vulnerability in the management interface on Cisco EPC3928 devices with EDVA 5.5.10, 5.5.11, and 5.7.1 allows remote attack"
hub,cisco:dpq3925_8x4_docsis_3.0_wireless_residential_gateway_with_embedded_digital_voice_adapter,gateway,2,,broad-token|non-consumer-vendor,CVE-2015-6428|CVE-2016-1326,"Cisco DPQ3925 devices with EDVA r1 Base allow remote attackers to obtain sensitive information via a crafted HTTP request, aka Bug ID CSCuv03958.|The administration interface on Cisco DPQ3925 devices with firmware r1 allows remote attackers to cause a denial of service (device restart) via a cra"
hub,roche:base_unit_hub_firmware,hub,2,,,CVE-2018-18561|CVE-2018-18562,An issue was discovered in Roche Accu-Chek Inform II Base Unit / Base Unit Hub before 03.01.04 and CoaguChek / cobas h232 Handheld Base Unit before 03|An issue was discovered in Roche Accu-Chek Inform II Base Unit / Base Unit Hub before 03.01.04 and CoaguChek / cobas h232 Handheld Base Unit before 03
hub,roche:base_unit_hub,hub,2,,,CVE-2018-18561|CVE-2018-18562,An issue was discovered in Roche Accu-Chek Inform II Base Unit / Base Unit Hub before 03.01.04 and CoaguChek / cobas h232 Handheld Base Unit before 03|An issue was discovered in Roche Accu-Chek Inform II Base Unit / Base Unit Hub before 03.01.04 and CoaguChek / cobas h232 Handheld Base Unit before 03
hub,bd:alaris_gateway_workstation_firmware,gateway,2,,broad-token,CVE-2019-10959|CVE-2019-10962,"BD Alaris Gateway Workstation Versions, 1.1.3 Build 10, 1.1.3 MR Build 11, 1.2 Build 15, 1.3.0 Build 14, 1.3.1 Build 13, This does not impact the late|BD Alaris Gateway versions, 1.0.13,1.1.3 Build 10,1.1.3 MR Build 11,1.1.5, and 1.1.6, The web browser user interface on the Alaris Gateway Workstation"
hub,bd:alaris_gateway_workstation,gateway,2,,broad-token,CVE-2019-10959|CVE-2019-10962,"BD Alaris Gateway Workstation Versions, 1.1.3 Build 10, 1.1.3 MR Build 11, 1.2 Build 15, 1.3.0 Build 14, 1.3.1 Build 13, This does not impact the late|BD Alaris Gateway versions, 1.0.13,1.1.3 Build 10,1.1.3 MR Build 11,1.1.5, and 1.1.6, The web browser user interface on the Alaris Gateway Workstation"
hub,lenovo:thinksmart_hub_500_firmware,hub,2,gameconsoles|smartspeakers,non-consumer-vendor,CVE-2022-40134|CVE-2022-40137,An information leak vulnerability in the SMI Set BIOS Password SMI Handler in some Lenovo models may allow an attacker with local access and elevated |A buffer overflow in the WMI SMI Handler in some Lenovo models may allow an attacker with local access and elevated privileges to execute arbitrary co
hub,lenovo:thinksmart_hub_500,hub,2,gameconsoles|smartspeakers,non-consumer-vendor,CVE-2022-40134|CVE-2022-40137,An information leak vulnerability in the SMI Set BIOS Password SMI Handler in some Lenovo models may allow an attacker with local access and elevated |A buffer overflow in the WMI SMI Handler in some Lenovo models may allow an attacker with local access and elevated privileges to execute arbitrary co
hub,barracuda:email_security_gateway_300_firmware,gateway,2,,broad-token,CVE-2023-2868|CVE-2023-7102,A remote command injection vulnerability exists in the Barracuda Email Security Gateway (appliance form factor only) product effecting versions 5.1.3.|Use of a Third Party library produced a vulnerability in Barracuda Networks Inc. Barracuda ESG Appliance which allowed Parameter Injection.This issue 
hub,barracuda:email_security_gateway_300,gateway,2,,broad-token,CVE-2023-2868|CVE-2023-7102,A remote command injection vulnerability exists in the Barracuda Email Security Gateway (appliance form factor only) product effecting versions 5.1.3.|Use of a Third Party library produced a vulnerability in Barracuda Networks Inc. Barracuda ESG Appliance which allowed Parameter Injection.This issue 
hub,barracuda:email_security_gateway_400_firmware,gateway,2,,broad-token,CVE-2023-2868|CVE-2023-7102,A remote command injection vulnerability exists in the Barracuda Email Security Gateway (appliance form factor only) product effecting versions 5.1.3.|Use of a Third Party library produced a vulnerability in Barracuda Networks Inc. Barracuda ESG Appliance which allowed Parameter Injection.This issue 
hub,barracuda:email_security_gateway_400,gateway,2,,broad-token,CVE-2023-2868|CVE-2023-7102,A remote command injection vulnerability exists in the Barracuda Email Security Gateway (appliance form factor only) product effecting versions 5.1.3.|Use of a Third Party library produced a vulnerability in Barracuda Networks Inc. Barracuda ESG Appliance which allowed Parameter Injection.This issue 
hub,barracuda:email_security_gateway_600_firmware,gateway,2,,broad-token,CVE-2023-2868|CVE-2023-7102,A remote command injection vulnerability exists in the Barracuda Email Security Gateway (appliance form factor only) product effecting versions 5.1.3.|Use of a Third Party library produced a vulnerability in Barracuda Networks Inc. Barracuda ESG Appliance which allowed Parameter Injection.This issue 
hub,barracuda:email_security_gateway_600,gateway,2,,broad-token,CVE-2023-2868|CVE-2023-7102,A remote command injection vulnerability exists in the Barracuda Email Security Gateway (appliance form factor only) product effecting versions 5.1.3.|Use of a Third Party library produced a vulnerability in Barracuda Networks Inc. Barracuda ESG Appliance which allowed Parameter Injection.This issue 
hub,barracuda:email_security_gateway_800_firmware,gateway,2,,broad-token,CVE-2023-2868|CVE-2023-7102,A remote command injection vulnerability exists in the Barracuda Email Security Gateway (appliance form factor only) product effecting versions 5.1.3.|Use of a Third Party library produced a vulnerability in Barracuda Networks Inc. Barracuda ESG Appliance which allowed Parameter Injection.This issue 
hub,barracuda:email_security_gateway_800,gateway,2,,broad-token,CVE-2023-2868|CVE-2023-7102,A remote command injection vulnerability exists in the Barracuda Email Security Gateway (appliance form factor only) product effecting versions 5.1.3.|Use of a Third Party library produced a vulnerability in Barracuda Networks Inc. Barracuda ESG Appliance which allowed Parameter Injection.This issue 
hub,barracuda:email_security_gateway_900_firmware,gateway,2,,broad-token,CVE-2023-2868|CVE-2023-7102,A remote command injection vulnerability exists in the Barracuda Email Security Gateway (appliance form factor only) product effecting versions 5.1.3.|Use of a Third Party library produced a vulnerability in Barracuda Networks Inc. Barracuda ESG Appliance which allowed Parameter Injection.This issue 
hub,barracuda:email_security_gateway_900,gateway,2,,broad-token,CVE-2023-2868|CVE-2023-7102,A remote command injection vulnerability exists in the Barracuda Email Security Gateway (appliance form factor only) product effecting versions 5.1.3.|Use of a Third Party library produced a vulnerability in Barracuda Networks Inc. Barracuda ESG Appliance which allowed Parameter Injection.This issue 
hub,dell:edge_gateway_3001_firmware,gateway,2,doorlock,broad-token|non-consumer-vendor,CVE-2024-47238|CVE-2024-52541,Dell Client Platform BIOS contains an Improper Input Validation vulnerability in an externally developed component. A high privileged attacker with lo|Dell Client Platform BIOS contains a Weak Authentication vulnerability. A high privileged attacker with local access could potentially exploit this vu
hub,dell:edge_gateway_3001,gateway,2,doorlock,broad-token|non-consumer-vendor,CVE-2024-47238|CVE-2024-52541,Dell Client Platform BIOS contains an Improper Input Validation vulnerability in an externally developed component. A high privileged attacker with lo|Dell Client Platform BIOS contains a Weak Authentication vulnerability. A high privileged attacker with local access could potentially exploit this vu
hub,dell:edge_gateway_3002_firmware,gateway,2,doorlock,broad-token|non-consumer-vendor,CVE-2024-47238|CVE-2024-52541,Dell Client Platform BIOS contains an Improper Input Validation vulnerability in an externally developed component. A high privileged attacker with lo|Dell Client Platform BIOS contains a Weak Authentication vulnerability. A high privileged attacker with local access could potentially exploit this vu
hub,dell:edge_gateway_3002,gateway,2,doorlock,broad-token|non-consumer-vendor,CVE-2024-47238|CVE-2024-52541,Dell Client Platform BIOS contains an Improper Input Validation vulnerability in an externally developed component. A high privileged attacker with lo|Dell Client Platform BIOS contains a Weak Authentication vulnerability. A high privileged attacker with local access could potentially exploit this vu
hub,dell:edge_gateway_3003_firmware,gateway,2,doorlock,broad-token|non-consumer-vendor,CVE-2024-47238|CVE-2024-52541,Dell Client Platform BIOS contains an Improper Input Validation vulnerability in an externally developed component. A high privileged attacker with lo|Dell Client Platform BIOS contains a Weak Authentication vulnerability. A high privileged attacker with local access could potentially exploit this vu
hub,dell:edge_gateway_3003,gateway,2,doorlock,broad-token|non-consumer-vendor,CVE-2024-47238|CVE-2024-52541,Dell Client Platform BIOS contains an Improper Input Validation vulnerability in an externally developed component. A high privileged attacker with lo|Dell Client Platform BIOS contains a Weak Authentication vulnerability. A high privileged attacker with local access could potentially exploit this vu
hub,ibm:websphere_datapower_xml_security_gateway_xs40,gateway,2,,broad-token|non-consumer-vendor,CVE-2009-0120|CVE-2010-1612,"The IBM WebSphere DataPower XML Security Gateway XS40 with firmware 3.6.1.5 allows remote attackers to cause a denial of service (device reboot) by se|The IBM WebSphere DataPower XML Accelerator XA35, Low Latency Appliance XM70, Integration Appliance XI50, B2B Appliance XB60, and XML Security Gateway"
hub,cooperindustries:smp_16_gateway_\(data_concentrator\),gateway,2,,broad-token,CVE-2013-2813|CVE-2013-2816,"The DNP3 component in Cooper Power Systems SMP 4, 4/DP, and 16 gateways allows remote attackers to cause a denial of service (reboot or link outage) v|The DNP3 component in Cooper Power Systems SMP 4, 4/DP, and 16 gateways allows physically proximate attackers to cause a denial of service (reboot or "
hub,cooperindustries:smp_4\/dp_gateway_\(data_concentrator\),gateway,2,,broad-token,CVE-2013-2813|CVE-2013-2816,"The DNP3 component in Cooper Power Systems SMP 4, 4/DP, and 16 gateways allows remote attackers to cause a denial of service (reboot or link outage) v|The DNP3 component in Cooper Power Systems SMP 4, 4/DP, and 16 gateways allows physically proximate attackers to cause a denial of service (reboot or "
hub,cooperindustries:smp_4_gateway_\(data_concentrator\),gateway,2,,broad-token,CVE-2013-2813|CVE-2013-2816,"The DNP3 component in Cooper Power Systems SMP 4, 4/DP, and 16 gateways allows remote attackers to cause a denial of service (reboot or link outage) v|The DNP3 component in Cooper Power Systems SMP 4, 4/DP, and 16 gateways allows physically proximate attackers to cause a denial of service (reboot or "
hub,qeiinc:epaq-9410_substation_gateway,gateway,2,,broad-token,CVE-2014-0761|CVE-2014-0762,"The DNP3 driver in CG Automation ePAQ-9410 Substation Gateway allows remote attackers to cause a denial of service (infinite loop or process crash) vi|The CG Automation Software DNP3 driver, used in the ePAQ-9410 Substation
 Gateway products, does not validate input correctly. An attacker could 
caus"
hub,schneider-electric:etg3000_factorycast_hmi_gateway_firmware,gateway,2,,broad-token|non-consumer-vendor,CVE-2014-9197|CVE-2014-9198,"The Schneider Electric ETG3000 FactoryCast HMI Gateway with firmware before 1.60 IR 04 stores rde.jar under the web root with insufficient access cont|The FTP server on the Schneider Electric ETG3000 FactoryCast HMI Gateway with firmware through 1.60 IR 04 has hardcoded credentials, which makes it ea"
hub,huawei:espace_unified_gateway_u1910,gateway,2,home-power|smartspeakers,broad-token|non-consumer-vendor,CVE-2015-7845|CVE-2015-8083,"The exception handling mechanism in the CLI Module in Huawei eSpace U1910, U1911, U1930, U1960, U1980, and U1981 unified gateways with software before|An unspecified module in Huawei eSpace U1910, U1911, U1930, U1960, U1980, and U1981 unified gateways with software before V200R003C00SPC300 does not p"
hub,huawei:espace_unified_gateway_u1911,gateway,2,home-power|smartspeakers,broad-token|non-consumer-vendor,CVE-2015-7845|CVE-2015-8083,"The exception handling mechanism in the CLI Module in Huawei eSpace U1910, U1911, U1930, U1960, U1980, and U1981 unified gateways with software before|An unspecified module in Huawei eSpace U1910, U1911, U1930, U1960, U1980, and U1981 unified gateways with software before V200R003C00SPC300 does not p"
hub,huawei:espace_unified_gateway_u1930,gateway,2,home-power|smartspeakers,broad-token|non-consumer-vendor,CVE-2015-7845|CVE-2015-8083,"The exception handling mechanism in the CLI Module in Huawei eSpace U1910, U1911, U1930, U1960, U1980, and U1981 unified gateways with software before|An unspecified module in Huawei eSpace U1910, U1911, U1930, U1960, U1980, and U1981 unified gateways with software before V200R003C00SPC300 does not p"
